,Position,Track Name,Artist,Streams,URL,date
0,1,Bad and Boujee (feat. Lil Uzi Vert),Migos,9212016,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-01
1,2,Fake Love,Drake,8402709,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01
2,3,Starboy,The Weeknd,7634586,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01
3,4,Closer,The Chainsmokers,6384465,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01
4,5,Black Beatles,Rae Sremmurd,5745384,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01
5,6,Caroline,Aminé,4992851,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017-01-01
6,7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4874178,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01
7,8,Bounce Back,Big Sean,4818172,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-01-01
8,9,Bad Things (with Camila Cabello),Machine Gun Kelly,4805096,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01
9,10,I Feel It Coming,The Weeknd,4586635,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01
10,11,Broccoli (feat. Lil Yachty),DRAM,4558327,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-01-01
11,12,Let Me Love You,DJ Snake,4152387,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01
12,13,One Dance,Drake,4042672,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01
13,14,24K Magic,Bruno Mars,3828278,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01
14,15,Don't Wanna Know,Maroon 5,3797163,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01
15,16,Deja Vu,J. Cole,3777536,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2017-01-01
16,17,X (feat. Future),21 Savage,3751877,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017-01-01
17,18,Starving,Hailee Steinfeld,3465749,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01
18,19,Chill Bill,Rob $tone,3464585,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,2017-01-01
19,20,In the Name of Love,Martin Garrix,3432821,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01
20,21,Say You Won't Let Go,James Arthur,3358134,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01
21,22,Party Monster,The Weeknd,3341933,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2017-01-01
22,23,No Heart,21 Savage,3265130,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,2017-01-01
23,24,Side To Side,Ariana Grande,3222416,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01
24,25,Sneakin’,Drake,3046339,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,2017-01-01
25,26,Heathens,Twenty One Pilots,3019029,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01
26,27,OOOUUU,Young M.A,2954985,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,2017-01-01
27,28,iSpy (feat. Lil Yachty),KYLE,2951309,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-01-01
28,29,All We Know,The Chainsmokers,2838884,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01
29,30,You Was Right,Lil Uzi Vert,2803226,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,2017-01-01
30,31,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,2762137,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2017-01-01
31,32,"How Far I'll Go - From ""Moana""",Alessia Cara,2747443,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01
32,33,Scars To Your Beautiful,Alessia Cara,2713743,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01
33,34,Mercy,Shawn Mendes,2703580,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01
34,35,Call On Me - Ryan Riback Extended Remix,Starley,2659113,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01
35,36,Love Me Now,John Legend,2556359,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-01
36,37,Neighbors,J. Cole,2554091,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,2017-01-01
37,38,Too Good,Drake,2502428,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-01
38,39,Cold Water (feat. Justin Bieber & MØ),Major Lazer,2493998,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01
39,40,Swang,Rae Sremmurd,2424161,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2017-01-01
40,41,Controlla,Drake,2423349,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2017-01-01
41,42,Six Feet Under,The Weeknd,2419147,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,2017-01-01
42,43,Don't Let Me Down,The Chainsmokers,2402845,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01
43,44,pick up the phone,Young Thug,2385552,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,2017-01-01
44,45,Needed Me,Rihanna,2372277,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2017-01-01
45,46,Just Hold On,Steve Aoki,2366651,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01
46,47,Treat You Better,Shawn Mendes,2340498,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01
47,48,Sidewalks,The Weeknd,2321664,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,2017-01-01
48,49,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2272394,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01
49,50,Immortal,J. Cole,2194654,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,2017-01-01
50,51,Redbone,Childish Gambino,2175894,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-01-01
51,52,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2102278,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01
52,53,All Time Low,Jon Bellion,2073078,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-01
53,54,Panda,Desiigner,2064963,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-01
54,55,Some Kind Of Drug,G-Eazy,2007331,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,2017-01-01
55,56,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1995424,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01
56,57,Work,Rihanna,1969886,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01
57,58,Now and Later,Sage The Gemini,1951897,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2017-01-01
58,59,Low Life,Future,1896260,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2017-01-01
59,60,Cheap Thrills,Sia,1895573,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01
60,61,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1894425,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-01
61,62,Used to This,Future,1890971,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,2017-01-01
62,63,Into You,Ariana Grande,1874910,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-01
63,64,Chantaje (feat. Maluma),Shakira,1860023,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01
64,65,Ride,Twenty One Pilots,1859241,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01
65,66,All Night,The Vamps,1845885,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-01-01
66,67,Love On The Brain,Rihanna,1843366,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,2017-01-01
67,68,goosebumps,Travis Scott,1833069,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-01-01
68,69,Reminder,The Weeknd,1829110,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,2017-01-01
69,70,Weak,AJR,1823119,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-01-01
70,71,This Is What You Came For,Calvin Harris,1820016,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01
71,72,No Role Modelz,J. Cole,1814343,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2017-01-01
72,73,Jumpman,Drake,1813853,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,2017-01-01
73,74,Make Me (Cry),Noah Cyrus,1788273,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01
74,75,Money Longer,Lil Uzi Vert,1767920,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2017-01-01
75,76,Change,J. Cole,1739684,https://open.spotify.com/track/3pjUyVbFmM96tYhSaKJwTt,2017-01-01
76,77,"i hate u, i love u (feat. olivia o'brien)",gnash,1710840,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01
77,78,Too Many Years,Kodak Black,1706940,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz,2017-01-01
78,79,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1705908,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01
79,80,Die For You,The Weeknd,1689769,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2017-01-01
80,81,The Mack,Nevada,1684361,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01
81,82,Sunset Lover,Petit Biscuit,1676121,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-01
82,83,Don't,Bryson Tiller,1652261,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2017-01-01
83,84,Never Be Like You,Flume,1651935,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,2017-01-01
84,85,White Iverson,Post Malone,1651702,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2017-01-01
85,86,Selfish,PnB Rock,1649780,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,2017-01-01
86,87,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,1629704,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2017-01-01
87,88,Erase Your Social,Lil Uzi Vert,1617327,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,2017-01-01
88,89,Exchange,Bryson Tiller,1612036,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2017-01-01
89,90,Water,Ugly God,1605966,https://open.spotify.com/track/6HEIBHUirx1J0JkUD24szt,2017-01-01
90,91,Come and See Me (feat. Drake),PARTYNEXTDOOR,1603648,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,2017-01-01
91,92,Stressed Out,Twenty One Pilots,1588712,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01
92,93,Moves,Big Sean,1577217,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,2017-01-01
93,94,Water Under the Bridge,Adele,1570560,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017-01-01
94,95,Congratulations,Post Malone,1565952,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-01-01
95,96,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1555996,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01
96,97,Light,San Holo,1539741,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,2017-01-01
97,98,Setting Fires,The Chainsmokers,1534937,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-01
98,99,One Night,Lil Yachty,1526899,https://open.spotify.com/track/40yJGQyEaBbIkXpwMFkXip,2017-01-01
99,100,Too Much Sauce,DJ Esco,1523264,https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3,2017-01-01
100,101,All Time Low,Jon Bellion,1508954,https://open.spotify.com/track/5wQRNkb7OhzJoT1P0OZ4Rw,2017-01-01
101,102,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1506973,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01
102,103,"Me, Myself & I",G-Eazy,1499613,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2017-01-01
103,104,Love Yourself,Justin Bieber,1492066,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01
104,105,No Flockin,Kodak Black,1486114,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4,2017-01-01
105,106,Send My Love (To Your New Lover),Adele,1458924,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-01
106,107,Lot to Learn,Luke Christopher,1457330,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-01-01
107,108,Deja Vu,Post Malone,1449709,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh,2017-01-01
108,109,I Would Like,Zara Larsson,1443086,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01
109,110,Litty (feat. Tory Lanez),Meek Mill,1428281,https://open.spotify.com/track/5J5PXmMdQ2nh1lZOal8KmK,2017-01-01
110,111,That's What I Like,Bruno Mars,1426314,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-01-01
111,112,True Colors,The Weeknd,1392501,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU,2017-01-01
112,113,Gold,Kiiara,1392159,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,2017-01-01
113,114,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1370282,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-01
114,115,Father Stretch My Hands Pt. 1,Kanye West,1359209,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,2017-01-01
115,116,Secrets,The Weeknd,1357574,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p,2017-01-01
116,117,Lighthouse - Andrelli Remix,Hearts & Colors,1346814,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-01
117,118,This Town,Niall Horan,1337852,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2017-01-01
118,119,I Got You,Bebe Rexha,1324870,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017-01-01
119,120,Gassed Up,Nebu Kiniza,1316848,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,2017-01-01
120,121,The Hills,The Weeknd,1314904,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,2017-01-01
121,122,Shed a Light,Robin Schulz,1314763,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01
122,123,Pop Style,Drake,1308555,https://open.spotify.com/track/1WRy5l3TwrwlzNmB5bOeKw,2017-01-01
123,124,PILLOWTALK,ZAYN,1302358,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2017-01-01
124,125,Rockin’,The Weeknd,1292313,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,2017-01-01
125,126,Living Single,Big Sean,1289108,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,2017-01-01
126,127,By Your Side,Jonas Blue,1272787,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-01
127,128,Roses,The Chainsmokers,1271131,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,2017-01-01
128,129,Not Going Home,DVBBS,1252783,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,2017-01-01
129,130,My Shit,A Boogie Wit da Hoodie,1250894,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,2017-01-01
130,131,Both (feat. Drake),Gucci Mane,1244566,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,2017-01-01
131,132,She's Mine Pt. 1,J. Cole,1239589,https://open.spotify.com/track/0HtOJj7Kl74s1Ngf3MWeif,2017-01-01
132,133,What They Want,Russ,1236441,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,2017-01-01
133,134,7 Years,Lukas Graham,1231010,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01
134,135,Capsize,FRENSHIP,1223974,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017-01-01
135,136,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,1223119,https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe,2017-01-01
136,137,For Whom The Bell Tolls,J. Cole,1209823,https://open.spotify.com/track/3MWlVSkoLS1e66nlZ2tuWJ,2017-01-01
137,138,Black Barbies,Nicki Minaj,1203632,https://open.spotify.com/track/3y9cCbnBn0zjkJa2YkOj70,2017-01-01
138,139,Famous,Kanye West,1203339,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,2017-01-01
139,140,Party,Chris Brown,1203313,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,2017-01-01
140,141,Let Me Explain,Bryson Tiller,1203303,https://open.spotify.com/track/1trZGMI2CGyVT44STkpCoN,2017-01-01
141,142,Sorry,Justin Bieber,1200409,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01
142,143,4 Your Eyez Only,J. Cole,1198722,https://open.spotify.com/track/1vvnYpYEMVB4aq9I6tHIEB,2017-01-01
143,144,Cake By The Ocean,DNCE,1198196,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01
144,145,Uber Everywhere,MadeinTYO,1196926,https://open.spotify.com/track/7zBPzAjKAqQpcv8F8GCq5s,2017-01-01
145,146,Ville Mentality,J. Cole,1195946,https://open.spotify.com/track/2z3joGXrdGL2iEjIKQTiN1,2017-01-01
146,147,Somebody Else,VÉRITÉ,1188181,https://open.spotify.com/track/34i4yxPrHWquuR4kjiivFO,2017-01-01
147,148,You & Me,Marc E. Bassy,1180939,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,2017-01-01
148,149,Go Flex,Post Malone,1178420,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2017-01-01
149,150,Say It (feat. Tove Lo),Flume,1176800,https://open.spotify.com/track/4sQMalN597HdggTu196aL0,2017-01-01
150,151,Hotline Bling,Drake,1173442,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,2017-01-01
151,152,My Way,Calvin Harris,1165966,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01
152,153,Hymn for the Weekend - Seeb Remix,Coldplay,1161968,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01
153,154,oui,Jeremih,1154979,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ,2017-01-01
154,155,Tiimmy Turner,Desiigner,1153514,https://open.spotify.com/track/3NJG6vMH1ZsectZkocMEm0,2017-01-01
155,156,Still Here,Drake,1138947,https://open.spotify.com/track/433P7tDcIAi6NLnf4Sh6tI,2017-01-01
156,157,Solo Dance,Martin Jensen,1135824,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01
157,158,The Greatest,Sia,1135516,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01
158,159,All I Know,The Weeknd,1125001,https://open.spotify.com/track/0NWqNXBJTpXbkI5rPWNy3p,2017-01-01
159,160,Good Drank,2 Chainz,1121693,https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV,2017-01-01
160,161,False Alarm,The Weeknd,1114937,https://open.spotify.com/track/32lgtADX2cB9I4KFs1Y1py,2017-01-01
161,162,How Far I'll Go,Auli'i Cravalho,1106252,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd,2017-01-01
162,163,Baptized In Fire,Kid Cudi,1104704,https://open.spotify.com/track/6WSBZroxQaO3FYEpT2ACFH,2017-01-01
163,164,Wyclef Jean,Young Thug,1100950,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b,2017-01-01
164,165,Blue Ain't Your Color,Keith Urban,1097211,https://open.spotify.com/track/6ZOPiKQeibCn7fP8dncucL,2017-01-01
165,166,Do What I Want,Lil Uzi Vert,1088857,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q,2017-01-01
166,167,Foldin Clothes,J. Cole,1084490,https://open.spotify.com/track/77IAeEz8LEchPN8UNjaTJ2,2017-01-01
167,168,Attention,The Weeknd,1072547,https://open.spotify.com/track/6pDVjCUA3B1vg9waKutAsv,2017-01-01
168,169,Hear Me Now,Alok,1069787,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01
169,170,Oh Lord,MiC LOWRY,1062440,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,2017-01-01
170,171,LUV,Tory Lanez,1055938,https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd,2017-01-01
171,172,Dynamite (feat. Pretty Sister),Nause,1044694,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,2017-01-01
172,173,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,1044681,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01
173,174,Ophelia,The Lumineers,1044290,https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint,2017-01-01
174,175,My House,Flo Rida,1040529,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,2017-01-01
175,176,Really Really,Kevin Gates,1038557,https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o,2017-01-01
176,177,Middle,DJ Snake,1037663,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-01
177,178,No Type,Rae Sremmurd,1034776,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1,2017-01-01
178,179,Antidote,Travis Scott,1030659,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq,2017-01-01
179,180,Wake Up Where You Are,State of Sound,1029544,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,2017-01-01
180,181,'Till I Collapse,Eminem,1025946,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2017-01-01
181,182,Taped Up Heart (feat. Clara Mae),KREAM,1023319,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,2017-01-01
182,183,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1022088,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,2017-01-01
183,184,Wet Dreamz,J. Cole,1017185,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,2017-01-01
184,185,Location,Khalid,1013332,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-01-01
185,186,Childs Play,Drake,1011375,https://open.spotify.com/track/3NxAG2ni1lLa8RKL6a0INc,2017-01-01
186,187,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,1003473,https://open.spotify.com/track/3eze1OsZ1rqeXkKStNfTmi,2017-01-01
187,188,Unsteady,X Ambassadors,1001054,https://open.spotify.com/track/7lGKEWMXVWWTt3X71Bv44I,2017-01-01
188,189,Versace On The Floor,Bruno Mars,993041,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01
189,190,Cake - Challenge Version,Flo Rida,992174,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,2017-01-01
190,191,Let It Go,James Bay,992058,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,2017-01-01
191,192,Ni**as In Paris,JAY Z,986745,https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O,2017-01-01
192,193,Look Alive,Rae Sremmurd,985786,https://open.spotify.com/track/2IGr3q6ljcpLvHDFLtI0yW,2017-01-01
193,194,Castro,Yo Gotti,982286,https://open.spotify.com/track/0rHJxNaQRMGK6Y4TUx3xRO,2017-01-01
194,195,Crazy Brazy,A$AP Mob,980402,https://open.spotify.com/track/59e7E2LMPZ2bhW5G6aCwX8,2017-01-01
195,196,She's Mine Pt. 2,J. Cole,978401,https://open.spotify.com/track/5rmcjZTrE9JR1YrbNZDFNW,2017-01-01
196,197,Seven Million (feat. Future),Lil Uzi Vert,976118,https://open.spotify.com/track/6j0teRL3WdExzqmy334sh5,2017-01-01
197,198,Miss You,James Hersey,973546,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,2017-01-01
198,199,Hello,Adele,970330,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2017-01-01
199,200,H.O.L.Y.,Florida Georgia Line,968095,https://open.spotify.com/track/0BCy325UZyR9z0t0uxwn2N,2017-01-01
0,1,Shape of You,Ed Sheeran,10969080,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-08
1,2,Bad and Boujee (feat. Lil Uzi Vert),Migos,10112877,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-08
2,3,Fake Love,Drake,8459802,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-08
3,4,Castle on the Hill,Ed Sheeran,7600859,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-01-08
4,5,Starboy,The Weeknd,7245714,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-08
5,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5940766,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-08
6,7,Bounce Back,Big Sean,5384798,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-01-08
7,8,Black Beatles,Rae Sremmurd,5319110,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-08
8,9,Caroline,Aminé,5264976,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017-01-08
9,10,Closer,The Chainsmokers,5145003,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-08
10,11,Bad Things (with Camila Cabello),Machine Gun Kelly,5104557,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-08
11,12,I Feel It Coming,The Weeknd,4710849,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-08
12,13,Broccoli (feat. Lil Yachty),DRAM,4222618,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-01-08
13,14,iSpy (feat. Lil Yachty),KYLE,3932307,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-01-08
